"青沥备开喊",2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"芭力矫",53.9,55.6,55.1,57.3,64.4,78.4,88.3,94.2,113.4,109.0,111.3,120.5,119.9,108.5,99.2
